code_entreprise|code_etablissement|departement|ville|nom_etablissement|code_naf
006720064|00036|80|ABBEVILLE|LE PALAIS DE L AUTOMOBILE ABBEVILLE|4511Z
006720064|00044|80|GAMACHES|LE PALAIS DE L AUTOMOBILE ABBEVILLE|4511Z
006720064|00051|80|QUEND|LE PALAIS DE L AUTOMOBILE ABBEVILLE|4511Z
006720064|00069|76|EU|LE PALAIS DE L AUTOMOBILE ABBEVILLE|4511Z
006740294|00027|04|LA CONDAMINE CHATELARD|MONSIEUR GUY REYNAUD|0111Z
006770168|00018|44|MISSILLAC|MONSIEUR JEAN BOEFFARD|6820B
006770192|00034|44|LE POULIGUEN|MONSIEUR SERGE BERTHOIS|6820B
006771653|00018|44|GUERANDE|MONSIEUR PIERRE PAGEAUD|6820B
006772057|00037|44|SAINT NAZAIRE|MONSIEUR GUY OUAZAN|6820B
006772230|00022|44|BOUVRON|MONSIEUR MICHEL AGAISSE|0142Z
006773303|00026|44|SAINT NAZAIRE|MONSIEUR JACQUES RENAUDIN|6820B
006773386|00054|44|LE POULIGUEN|MONSIEUR ARMAND BERTIN|4789Z
006773436|00024|44|LE CROISIC|MONSIEUR CHRISTIAN CHARLOT|6820B
006780092|00018|44|SAINT NAZAIRE|ETABLISSEMENTS A BREJON|6820B
006780514|00037|44|MONTOIR DE BRETAGNE|SOCIETE FRANCAISE OUTILS PROFESSIONNEL|5210B
006780514|00045|44|MONTOIR DE BRETAGNE|SOCIETE FRANCAISE OUTILS PROFESSIONNEL|2229B
006780514|00052|85|CUGAND|SOCIETE FRANCAISE OUTILS PROFESSIONNEL|2229B
006780514|00060|44|MONTOIR DE BRETAGNE|SOCIETE FRANCAISE OUTILS PROFESSIONNEL|5210B
006780514|00086|76|COLLEVILLE|SOCIETE FRANCAISE OUTILS PROFESSIONNEL|2219Z
006780514|00094|44|MALVILLE|SOCIETE FRANCAISE OUTILS PROFESSIONNEL|1812Z
006810303|00013|80|ABBEVILLE|MONSIEUR JEAN CHABE|4759B
006810303|00039|80|ABBEVILLE|MONSIEUR JEAN CHABE|4759B
006810477|00064|80|ABBEVILLE|MADAME ANNICK DEGOUY|6820B
006811327|00011|80|ABBEVILLE|MADAME JACQUELINE MENNESSON|6820B
006811574|00018|80|TOEUFLES|BASSE INDIVISION|6820B
006841621|00029|04|UVERNET FOURS|MONSIEUR GILBERT JUGY|9200Z
006850093|00029|45|ISDES|MARMOTEL SA|6820B
006850168|00011|04|SELONNET|SA AMENAGEMENT TOURISTIQUE SELONNET|4939C
006850234|00011|04|VALENSOLE|ETABLISSEMENTS GARCIN FRERES|4621Z
006850234|00029|04|MANOSQUE|ETABLISSEMENTS GARCIN FRERES|4621Z
006850234|00037|04|VALENSOLE|ETABLISSEMENTS GARCIN FRERES|4621Z
006850234|00045|04|VALENSOLE|ETABLISSEMENTS GARCIN FRERES|4621Z
006850259|00026|04|LE CHAFFAUT SAINT JURSON|SARL ETS MICHEL|4332B
006871347|00016|44|PONTCHATEAU|MONSIEUR VICTOR RAULT|6820B
006871420|00037|44|LA BAULE ESCOUBLAC|MONSIEUR MARC GAUDRON|4772A
006871438|00039|44|CHATEAUBRIANT|MONSIEUR ALBERT RAMBAUD|6820B
006871859|00010|44|SAINT MOLF|MONSIEUR DANIEL DAUCE|6820B
006871875|00016|44|SAINT NAZAIRE|MADAME JEANINE PIQUET|6820B
006872584|00013|44|LE CROISIC|MADAME MARIE LE GALL|4789Z
006872725|00012|44|SAINT NAZAIRE|MONSIEUR JEAN HAREL|6820B
006873020|00025|44|SAINT LYPHARD|MONSIEUR JEAN GUYOT|6820B
006874200|00014|44|PORNICHET|MADAME LOUISETTE THIRY|6820B
006880090|00029|44|PONTCHATEAU|PONTCHATELAINE EQUIPEMENTS CIDRICOLES|2893Z
006910079|00018|80|ACHEUX EN VIMEU|MADAME MARYLISE LOQUET|5630Z
006910392|00023|34|AGDE|MONSIEUR MARCEL LECOLIER|6820A
006910830|00014|80|RUE|MADAME CHRISTIANE CARETTE|6820B
006920037|00014|80|ABBEVILLE|CREPELLE ET COMPAGNIE|6820B
006940043|00042|04|FORCALQUIER|MADAME MARIE BONNABEL|5520Z
006940175|00018|04|MOUSTIERS SAINTE MARIE|MONSIEUR GERARD BONDIL|6820B
006940175|00026|04|MOUSTIERS SAINTE MARIE|MONSIEUR GERARD BONDIL|6820B
006940175|00034|83|LES SALLES SUR VERDON|MONSIEUR GERARD BONDIL|6820B
006940449|00025|04|SAINT ANDRE LES ALPES|MONSIEUR JACQUES ROUVIER|6820B
006940498|00048|04|SAINT LIONS|MONSIEUR JEAN CHAILLAN|7022Z
006941447|00010|04|ORAISON|MONSIEUR ROGER BOUDOUARD|6820B
006941546|00019|04|AUZET|MONSIEUR JEAN ISOARD|6820B
006950034|00022|04|DIGNE-LES-BAINS|BOUCHERIE CHEVALINE CHANZY|4722Z
006950034|00030|04|LA ROBINE SUR GALABRE|BOUCHERIE CHEVALINE CHANZY|4722Z
006950042|00017|04|MOUSTIERS SAINTE MARIE|SNC BARATTA|6820B
006950059|00029|04|MANOSQUE|ENTREPRISE D ANGELO|4221Z
006950059|00037|04|FORCALQUIER|ENTREPRISE D ANGELO|4221Z
006950059|00045|04|SAINTE TULLE|ENTREPRISE D ANGELO|4221Z
006950125|00010|04|ALLOS|SARL L AIGUILLE|5510Z
006950182|00029|13|MARSEILLE 13|SARL UVERNET BACHELARD|4110A
006970529|00027|44|GUERANDE|MONSIEUR EUGENE VIAUD|6820B
006970578|00024|56|PEAULE|MONSIEUR ROBERT CHANTREAU|5520Z
006970693|00021|44|BOUVRON|MONSIEUR ROGER GIRAUDEAU|6820B
006971022|00030|44|LA BAULE ESCOUBLAC|MONSIEUR ROBERT BELLANGER|7022Z
006971022|00048|32|AUCH|MONSIEUR ROBERT BELLANGER|7022Z
006971188|00013|44|SAINT JOACHIM|MADAME HUGUETTE MAHE|6820B
006971410|00045|44|SAINT NAZAIRE|MONSIEUR YVES THOMAS|6820B
006972608|00035|44|REZE|MONSIEUR MARCEL PITRE|6820B
006972806|00019|44|AVESSAC|MONSIEUR JEAN BOUCAUD|0161Z
006972848|00029|44|SAINT MOLF|MADAME ODILE LELECQUE|0321Z
006973234|00013|44|BOUVRON|MONSIEUR SERGE LENEZET|0161Z
006973606|00038|44|LA TURBALLE|MONSIEUR DOMINIQUE LACHAUD|7111Z
006973606|00046|44|PIRIAC SUR MER|MONSIEUR DOMINIQUE LACHAUD|7111Z
006973788|00026|44|PORNICHET|MONSIEUR ARMEL JAFFRE|6820B
006973804|00021|44|LE CROISIC|MONSIEUR FRANCOIS BERLIVET|6820B
006973804|00039|44|GUERANDE|MONSIEUR FRANCOIS BERLIVET|7022Z
006974158|00021|44|SAINT BREVIN LES PINS|MONSIEUR RENE HEURTEBIZE|6820B
006974349|00026|44|SAINT LYPHARD|MONSIEUR ROBERT LEHOURS|6820B
006980155|00011|44|LA BAULE ESCOUBLAC|SOCIETE DES DUNES|6820B
006980205|00014|44|SAINT NAZAIRE|TESSIER ELECTRICITE|6820B
006980239|00013|44|MONTOIR DE BRETAGNE|ATELIERS DE LA PROVIDENCE|3320A
006980387|00036|44|SAINT ANDRE DES EAUX|SOCIETE DES ETABLISSEMENTS ALLAIRE|6820B
006980387|00044|44|DONGES|SOCIETE DES ETABLISSEMENTS ALLAIRE|2651A
006980395|00013|44|GUERANDE|L ETABLI GUERANDAIS STE|4332A
006980478|00017|44|LA BAULE ESCOUBLAC|FONCIERE GIROUETTE|6832A
007010424|00039|80|LE CROTOY|MONSIEUR MICHEL NICOLAY|0311Z
007010887|00037|06|ANTIBES|MONSIEUR JEAN PIERRE DELAMOTTE|6820B
007011109|00019|80|ABBEVILLE|MONSIEUR DANIEL COPIN|6820B
007011208|00043|83|LE LAVANDOU|MONSIEUR JACQUES VAN MELE|6820A
007020134|00024|60|LE PLESSIER SUR SAINT JUST|GROUPE SOGAL|1091Z
007020134|00032|60|ABANCOURT|GROUPE SOGAL|1091Z
007020134|00040|92|BOULOGNE BILLANCOURT|GROUPE SOGAL|1091Z
007020183|00013|80|ABBEVILLE|LA CIVETTE|5630Z
007040017|00019|04|CASTELLANE|MONSIEUR LOUIS CHAIX|6820B
007040132|00032|04|BARCELONNETTE|MONSIEUR GUY FONTAINE|6820B
007040579|00018|04|LAMBRUISSE|MONSIEUR CLAUDE CHAILAN|0149Z
007041320|00024|04|SAINT ANDRE LES ALPES|MONSIEUR JEROME LORENZELLI|9003A
007050040|00018|04|AIGLUN|CENTRE DES CARMES|8610Z
007050065|00015|04|ORAISON|SOC EXPLOIT TRAVAUX PUBLICS|4312A
007050123|00038|04|DIGNE-LES-BAINS|SOCIETE DES ETABLISSEMENTS H GUIGUES|4674A
007050149|00017|04|VALENSOLE|SARL DURANCE BETON|2363Z
007060031|00015|04|MONTCLAR|GIE GROUPE SAINT JEAN|6832A
007070535|00013|44|SAINT NAZAIRE|MONSIEUR MARIO DI GIULIO|6820B
007070568|00022|44|SAINT NAZAIRE|MONSIEUR PATRICK BERNARD|6820A
007070568|00030|44|PORNICHET|MONSIEUR PATRICK BERNARD|6820A
007070865|00022|44|PORNICHET|MONSIEUR MICHEL TRELCAT|6820B
007071566|00017|44|LE POULIGUEN|MADAME PIERRETTE LE GARGASSON|6820B
007071715|00028|44|SAINT NAZAIRE|MONSIEUR ROGER BREHIN|4799A
007080013|00027|44|LE CROISIC|SOCIETE COOPERATIVE MARITIME DU CROISI|4669C
007080021|00012|44|SAINT ETIENNE DE MONTLUC|SOC COOP APPROVISIONNEMENT OUEST|4617A
007080021|00020|44|MALVILLE|SOC COOP APPROVISIONNEMENT OUEST|4617A
007080039|00022|44|SAINT NAZAIRE|BIJOUTERIE GAUCHER SARL|4777Z
007080054|00013|44|SAINT NICOLAS DE REDON|LOUIS HEMERY|2511Z
007080195|00022|44|SAINT NAZAIRE|LANG CONSTRUCTION|4399C
007080195|00030|44|SAINT NAZAIRE|LANG CONSTRUCTION|4399C
007080229|00011|44|SAINT NAZAIRE|ENTREPRISE ROUAUD|1610B
007080260|00016|44|SAINT NAZAIRE|SAINT NAZAIRE DISTRIBUTION|4711D
007080302|00032|44|GUERANDE|SARL DE COURTAGE JP BOUIN ET CIE|4611Z
007080443|00026|44|NANTES|LAITERIE DU GRAND CLOS|4633Z
007080443|00034|44|PONTCHATEAU|LAITERIE DU GRAND CLOS|4633Z
007080526|00028|44|LE CROISIC|MECANAVALE SARL|2562B
007080708|00022|44|NANTES|SOCIETE PROMOTIONNELLE D OPTIQUE|4778A
007080757|00052|44|MONTOIR DE BRETAGNE|CHAUDRONNERIE NAVALE ET INDUSTRIELLE|3320A
007080773|00018|44|AVESSAC|CARRIERS MEN ARVOR|0811Z
007080773|00034|35|SAINT JUST|CARRIERS MEN ARVOR|2370Z
007080773|00091|91|SAINTE GENEVIEVE DES BOIS|CARRIERS MEN ARVOR|2370Z
007080773|00117|56|LANESTER|CARRIERS MEN ARVOR|2370Z
007080773|00125|22|LES CHAMPS GERAUX|CARRIERS MEN ARVOR|2370Z
007080773|00133|29|PONT AVEN|CARRIERS MEN ARVOR|2370Z
007080773|00141|56|PLOEREN|CARRIERS MEN ARVOR|2370Z
007080773|00158|44|THOUARE SUR LOIRE|CARRIERS MEN ARVOR|2370Z
007080773|00174|87|SAINT YRIEIX LA PERCHE|CARRIERS MEN ARVOR|2370Z
007080773|00182|35|PACE|CARRIERS MEN ARVOR|4673A
007080773|00208|69|GIVORS|CARRIERS MEN ARVOR|4673A
007080773|00232|89|MOLAY|CARRIERS MEN ARVOR|2370Z
007080773|00240|29|PONT AVEN|CARRIERS MEN ARVOR|4673A
007080773|00265|89|CRUZY LE CHATEL|CARRIERS MEN ARVOR|0811Z
007080773|00281|35|LA RICHARDAIS|CARRIERS MEN ARVOR|4673A
007080773|00323|56|PEAULE|CARRIERS MEN ARVOR|2370Z
007080773|00331|21|LADOIX SERRIGNY|CARRIERS MEN ARVOR|2370Z
007080773|00349|44|LA BAULE ESCOUBLAC|CARRIERS MEN ARVOR|4673A
007080773|00356|29|PLOUIGNEAU|CARRIERS MEN ARVOR|4673A
007110208|00035|80|ABBEVILLE|MONSIEUR ROLAND GROGNIER|4789Z
007110455|00016|80|ABBEVILLE|MONSIEUR PAUL GATUINGT|9329Z
007110729|00014|80|BUIGNY SAINT MACLOU|MONSIEUR MICHEL ISRAEL|6820B
007111115|00080|80|LE CROTOY|MADAME MARYSE GROIGNET|6820A
007120066|00027|80|ABBEVILLE|SOCIETE LECLERC IMPRIMERIE|1812Z
007120082|00040|62|VERTON|ENTREPRISE DE BATIMENT FLAQUET|4399C
007120090|00019|80|ABBEVILLE|STUDIO GUILLAUME|7420Z
007120108|00035|80|AMIENS|BRUNELLE PRESSING|9601B
007120231|00019|80|ABBEVILLE|ENTREPRISE BARRE|4332A
007120231|00027|80|ABBEVILLE|ENTREPRISE BARRE|2223Z
007120231|00035|77|SAINT FARGEAU PONTHIERRY|ENTREPRISE BARRE|2223Z
007140163|00028|26|GRIGNAN|MONSIEUR GUY DESPLANS|9003A
007141443|00015|04|MOUSTIERS SAINTE MARIE|MONSIEUR JEAN BONDIL|6820B
007141443|00023|04|MOUSTIERS SAINTE MARIE|MONSIEUR JEAN BONDIL|6820B
007150030|00018|04|MONTCLAR|SARL HOTEL LE SAINT JEAN|5510Z
007150170|00038|04|CHATEAU ARNOUX SAINT AUBAN|ETABLISSEMENTS BIBAL|6820B
007150303|00027|05|LE POET|D MAFFREN|1082Z
007170392|00018|44|LA TURBALLE|MONSIEUR JEAN JARNO|0311Z
007171754|00018|44|AVESSAC|MONSIEUR ROGER HELIGON|6820B
007171754|00026|44|NANTES|MONSIEUR ROGER HELIGON|6820B
007171754|00042|73|LA PLAGNE TARENTAISE|MONSIEUR ROGER HELIGON|6820A
007171986|00024|44|LE POULIGUEN|MONSIEUR JEAN DALINO|6820B
007172109|00048|22|LANGUEUX|MADAME FRANCINE LE COQ|6820B
007173248|00043|44|LE POULIGUEN|MONSIEUR LAURENT CHICAUD|9602A
007173289|00021|44|BLAIN|MONSIEUR JACQUES BRETESCHE|6820B
007180326|00048|44|BOUVRON|SERVICES ET INSTRUMENTS DE GEOPHYSIQUE|7112B
007180359|00015|44|SAINT NAZAIRE|LES TISSUS ROGER|7410Z
007180516|00119|44|SAINT NAZAIRE|SOCIETE NAZAIRIENNE DE DEVELOPPEMENT|4110B
007180516|00135|44|SAINT NAZAIRE|SOCIETE NAZAIRIENNE DE DEVELOPPEMENT|4299Z
007180532|00017|44|SAINT NAZAIRE|CENTRE AUTOMOBILE DE L ETOILE|4511Z
007180532|00041|44|GUERANDE|CENTRE AUTOMOBILE DE L ETOILE|4511Z
007180532|00058|44|LA BAULE ESCOUBLAC|CENTRE AUTOMOBILE DE L ETOILE|4520A
007180680|00014|44|COUERON|STE MASUY|6820B
007190028|00022|44|SAINT ETIENNE DE MONTLUC|GIE GROUP INTER COM ARTISANS BATIMENT|8299Z
007210156|00027|80|GAMACHES|MONSIEUR GUY TERNOIS|6820B
007210446|00022|62|MERLIMONT|MONSIEUR JEAN CLAUDE CHAVOT|6831Z
007210602|00012|80|QUEND|MADAME JOELLE DELEPLACE|5630Z
007210602|00020|80|QUEND|MADAME JOELLE DELEPLACE|6820A
007210636|00028|80|CHEPY|MONSIEUR GUY DUFOSSE|6820B
007211253|00021|80|ABBEVILLE|MONSIEUR NORBERT HAQUET|4520A
007211279|00018|80|LIERCOURT|MONSIEUR JEAN LEFEBVRE|6820B
007211337|00022|80|NOUVION|MONSIEUR PIERRE DREUILLET|0111Z
007220338|00011|80|LE BOISLE|SOCIETE VANNERIE CANDAS FRERES|1629Z
007220338|00037|80|QUEND|SOCIETE VANNERIE CANDAS FRERES|4759B
007240120|00019|04|ENTREVAUX|MONSIEUR ROBERT LOVERA|4722Z
007240526|00033|04|DIGNE-LES-BAINS|MONSIEUR GERARD GRANGIER|6820A
007240534|00029|04|MONTCLAR|MADAME YVETTE CHABOT|0142Z
007241003|00024|04|BLIEUX|MONSIEUR FRANCOIS ESTEVE|5520Z
007241003|00032|04|BLIEUX|MONSIEUR FRANCOIS ESTEVE|0111Z
007241060|00065|04|DIGNE-LES-BAINS|MONSIEUR RAYMOND ALDEGUER|7711A
007241078|00026|04|DIGNE-LES-BAINS|MONSIEUR DANIEL JUGY|5630Z
007241078|00034|04|DIGNE-LES-BAINS|MONSIEUR DANIEL JUGY|5630Z
007241342|00026|04|SAINT JULIEN D'ASSE|MONSIEUR CLAUDE TERRASSON|0161Z
007241417|00018|04|CHATEAUREDON|MONSIEUR GILBERT MAUVILLAN|4322A
007241987|00028|04|PEIPIN|MONSIEUR ANDRE DANIEL|6820B
007241987|00036|04|DIGNE-LES-BAINS|MONSIEUR ANDRE DANIEL|6820B
007242043|00029|04|UVERNET FOURS|MADAME HENDRIKA SCHAEFFER|6820B
007242043|00045|13|LA CIOTAT|MADAME HENDRIKA SCHAEFFER|6820B
007242266|00018|04|SISTERON|INDIVISION BARONIAN Y J C VUCUEL|6820B
007242290|00059|05|GAP|MADAME ANNIE COQUILLAT|9529Z
007250053|00076|04|DIGNE-LES-BAINS|L M E TROUCHE HOLDING|6420Z
007250202|00020|04|AUTHON|ENTREPRISE PIERRE PESCE|4339Z
007250202|00046|04|L' ESCALE|ENTREPRISE PIERRE PESCE|4339Z
007250202|00053|04|CHATEAU ARNOUX SAINT AUBAN|ENTREPRISE PIERRE PESCE|4120A
007270226|00033|44|BLAIN|MONSIEUR JEAN FREICHE|6820B
007270507|00010|44|LA BAULE ESCOUBLAC|MONSIEUR PHILIPPE BAZIN|6820B
007270929|00057|44|SAVENAY|MONSIEUR ANDRE CONAN|6820B
007271026|00036|44|LA BAULE ESCOUBLAC|MONSIEUR DOMINIQUE POTIER|6820B
007271141|00041|44|SAINT NAZAIRE|MADAME MARIE GUELLIER|6820B
007271646|00023|44|PIRIAC SUR MER|MADAME MONIQUE RIO|6820B
007271646|00031|44|PIRIAC SUR MER|MADAME MONIQUE RIO|6820A
007271745|00049|05|SAINT CHAFFREY|MONSIEUR GERARD LEMERLE|6820B
007271778|00024|44|LE POULIGUEN|MONSIEUR PIERRE JACOB|0893Z
007271851|00029|44|LA TURBALLE|MADAME JOCELYNE ALLANIC|4611Z
007272065|00017|44|SAINT NAZAIRE|MADAME GINETTE MAHE|9602A
007272123|00014|44|SAINT NAZAIRE|MONSIEUR FREDERIC ORDRENNEAU|9602A
007272289|00013|44|COUERON|MONSIEUR JEAN GUILLARD|9602A
007272420|00030|44|SAVENAY|MONSIEUR JEAN CHEVALIER|6820B
007272784|00013|44|PONTCHATEAU|MONSIEUR ANDRE POULARD|6820B
007272941|00027|44|GUERANDE|MONSIEUR JEAN NASLIN|4799A
007273105|00028|44|NANTES|MADAME PAULETTE MAHE|6820B
007273303|00011|44|GUERANDE|MONSIEUR JEAN AMISSE|8130Z
007280191|00037|35|REDON|VINOUZE|6820B
007280217|00014|44|PONTCHATEAU|PONT CHATEAU DISTRIBUTION|4711D
007280266|00011|44|SAINT NAZAIRE|GRPT ENSEIGNEMENT PUBLIC ET ASS LAIQUE|9499Z
007280308|00037|44|SAINT ANDRE DES EAUX|SARL POMMIER|4322B
007280365|00102|85|LA ROCHE SUR YON|ATLAGEL|4639A
007280365|00128|56|VANNES|ATLAGEL|4639A
007280365|00136|44|REZE|ATLAGEL|4639A
007280373|00015|44|SAINT NAZAIRE|CAP DIS|4711D
007280456|00026|44|SAINT NAZAIRE|GINEAU PERE ET FILS|2562B
007280472|00023|44|MESQUER|ETS ANEZO|4332A
007280605|00010|44|VIGNEUX DE BRETAGNE|CONVENANT S A|7010Z
007280639|00043|44|REZE|ARBUSTE|6820B
007280803|00011|44|LA BAULE ESCOUBLAC|SOC SERALU PLAST|4332B
007280803|00029|44|LA BAULE ESCOUBLAC|SOC SERALU PLAST|4332B
007280852|00018|44|SAINT NAZAIRE|ALLARD INDUSTRIES|6820B
007310147|00017|80|RUE|MADAME JEANINE PEPIN|6820B
007310279|00034|13|PORT DE BOUC|MONSIEUR ALPHONSE GATUINGT|4789Z
007310519|00017|80|AIGNEVILLE|MONSIEUR RENE DELABRE|6820B
007320039|00014|80|AGENVILLERS|ETABLISSEMENTS CORNE HENRI|2830Z
007320047|00033|80|ABBEVILLE|ETABLISSEMENTS RAUX|4778B
007320112|00035|80|FORT MAHON PLAGE|SARL AUBERT ET FILS|5610A
007320161|00024|80|QUEND|GARAGE DUPONT FRERES|4511Z
007320187|00029|80|ABBEVILLE|ETABLISSEMENTS LAGRANGE|4531Z
007320211|00027|80|QUEND|DOMAINE DE DIANE|5530Z
007320294|00023|80|FEUQUIERES EN VIMEU|GARAGE DU VIMEU|4511Z
007330012|00019|80|SAINT RIQUIER|GIE D AILLY LE HAUT CLOCHER|8299Z
007340433|00023|04|SEYNE LES ALPES|INDIVISION BOISSERANC CLAUDE|0111Z
007340516|00017|04|CLAMENSANE|MADAME AIME MEGY|5610A
007340904|00023|04|LA PALUD SUR VERDON|MADAME FERNANDE BOCK|0111Z
007340995|00021|04|UVERNET FOURS|MONSIEUR MICHEL BARNEAUD|8551Z
007341563|00018|04|LA PALUD SUR VERDON|MADAME NICOLE SEGUIN|6820B
007341563|00026|04|LA PALUD SUR VERDON|MADAME NICOLE SEGUIN|6820B
007341563|00034|04|LA PALUD SUR VERDON|MADAME NICOLE SEGUIN|6820B
007341670|00011|04|BRAUX|MADAME RENEE PICHE|6820B
007341753|00023|04|VALENSOLE|MADAME CATHERINE GRADIAN|4778C
007341803|00034|04|AIGLUN|MONSIEUR MICHEL JOUVE|6820A
007341803|00042|04|AIGLUN|MONSIEUR MICHEL JOUVE|0128Z
007341845|00035|04|MALLEMOISSON|MONSIEUR JEAN ROUX|6820B
007341852|00023|04|BARCELONNETTE|MONSIEUR ANDRE CHABRE|4776Z
007342132|00037|04|SISTERON|MONSIEUR ETIENNE CIARAVINO|9602A
007350077|00017|04|DIGNE-LES-BAINS|ETABLISSEMENTS BLANC ET FILS|4332A
007350101|00031|34|MONTPELLIER|HELIO PROJETS|6820B
007350119|00082|13|GRANS|SOVA AGRI|4669B
007350135|00013|04|MOUSTIERS SAINTE MARIE|SARL LE BELVEDERE|5510Z
007350168|00014|04|NOYERS SUR JABRON|SOCIETE FORESTIERE CALVI|0220Z
007350184|00029|04|SEYNE LES ALPES|SARL SOCIETE DE CONSTRUCTION DU BATIME|4322A
007350200|00031|83|BRIGNOLES|ENTREPRISE MINETTO|4312B
007350200|00049|04|SISTERON|ENTREPRISE MINETTO|4312B
007350200|00056|13|EGUILLES|ENTREPRISE MINETTO|4312B
007350333|00022|04|DIGNE-LES-BAINS|ART ET BIJOUX|4777Z
007370224|00029|44|GUERANDE|MONSIEUR LOIC AMISSE|6820B
007370224|00037|44|GUERANDE|MONSIEUR LOIC AMISSE|0142Z
007370273|00018|44|PIERRIC|MONSIEUR ALAIN DANET|6820B
007370737|00046|44|GUERANDE|MADAME MARTINE PAGEAUD|9003A
007370802|00063|56|LA ROCHE BERNARD|MONSIEUR BERNARD BOUGRO|6820B
007371255|00022|17|LA ROCHELLE|MONSIEUR BERNARD LE RUYET|4789Z
007371701|00041|44|CAMPBON|MONSIEUR MICHEL SAIZ|4789Z
007371719|00027|44|SAINT NAZAIRE|MONSIEUR PAUL BURBAN|6820B
007380017|00017|44|MESQUER|STATION NAUTIQUE DE KERCABELLEC|6820B
007380041|00066|44|GUERANDE|SOC IMMOBILIERE ROCHE VILAINE|4110A
007380215|00017|44|MESQUER|ETABLISSEMENTS POITEVIN PERE ET FILS S|4399C
007380249|00024|44|PORNICHET|PORNICHET DISTRIBUTION|4711D
007380314|00034|44|LE POULIGUEN|WINDAL & KLEIN|6832A
007380314|00042|44|LE POULIGUEN|WINDAL & KLEIN|6832A
007380454|00012|44|COUERON|VETEMENTS YVES|4771Z
007400104|00019|16|COGNAC|SOCIETE CIVILE AGRICOLE DU PARC|8110Z
007400765|00017|16|ANGOULEME|COPROPRIETAIRES|8110Z
007410087|00022|80|CRECY EN PONTHIEU|MONSIEUR ALAIN BROCQUEVIEILLE|6820B
007410087|00048|59|LILLE|MONSIEUR ALAIN BROCQUEVIEILLE|6820A
007410251|00016|80|ONEUX|MONSIEUR FRANCOIS HERMANT|6820B
007455306|00014|17|LA ROCHELLE|COPRO RES LES VOILIERS|8110Z
007455322|00011|17|LA ROCHELLE|COPRO TRIANON|8110Z
007455348|00016|17|LA ROCHELLE|COPRO RES CARNOT|8110Z
007455371|00018|17|ROYAN|COPRO RES DE VERTHAMON|8110Z
007458771|00016|17|LA ROCHELLE|COPRO RES ALSACE|8110Z
007538762|00019|79|NIORT|DUCOUDERT CHRISTIANE|8110Z
007538770|00012|79|NIORT|SYNDIC DUCOUDERT CHRISTIANE|8110Z
007663917|00016|87|LIMOGES|GESTRIM GARAGES JULES NORIA|8110Z
007664758|00013|87|LIMOGES|PIERRE DE LA GUERONNIERE|8110Z
007924038|00016|19|BRIVE LA GAILLARDE|COPROPRIETE VEYSSET|8110Z
007924046|00019|19|BRIVE LA GAILLARDE|COPROPRIETE FONTAINE BLEUE|8110Z
007924053|00015|19|BRIVE LA GAILLARDE|COPROPRIETE GUIERLE|8110Z
007924087|00013|19|BRIVE LA GAILLARDE|COPROPRIETE DELON|8110Z
007925837|00010|19|BRIVE LA GAILLARDE|COPROPRIETE ROOSEVELT|8110Z
007926215|00018|19|BRIVE LA GAILLARDE|COPROPRIETE PERRAULT|8110Z
007926520|00011|19|BRIVE LA GAILLARDE|COPROPRIETE GRIVEL|8110Z
007926538|00013|19|BRIVE LA GAILLARDE|COPROPRIETE LAFAYETTE|8110Z
007926546|00016|19|BRIVE LA GAILLARDE|COPROPRIETE LYCEES|8110Z
007926553|00012|19|TULLE|SYND DE COPROPRIETE REPUBLIQUE|8110Z
007926579|00017|19|BRIVE LA GAILLARDE|COPROPRIETE TURGOT 2|8110Z
007926587|00010|19|BRIVE LA GAILLARDE|COPROPRIETE CLOS SAULES|8110Z
007926603|00015|19|SAINT PANTALEON DE LARCHE|PANIJEL JACQUES|8110Z
007926611|00018|19|BRIVE LA GAILLARDE|COPROPRIETE CHAMBORD|8110Z
007926637|00013|19|BRIVE LA GAILLARDE|CLAUX RAYMOND|8110Z
007926660|00015|19|TULLE|COPROPRIETE CLEMENCEAU|8110Z
007926678|00017|19|BRIVE LA GAILLARDE|COPROPRIETE FONTAINE|8110Z
007926686|00010|19|BRIVE LA GAILLARDE|COPROPRIETE PRIEUR|8110Z
007926736|00013|19|BRIVE LA GAILLARDE|COPROPRIETE BRIVE PRESIDENC|8110Z
007926751|00012|19|BRIVE LA GAILLARDE|COPROPRIETE DELON|8110Z
007926769|00014|19|BRIVE LA GAILLARDE|COPROPRIETE BIZET|8110Z
007926777|00017|19|BRIVE LA GAILLARDE|COPROPRIETE DESBRULYS|8110Z
007926785|00010|19|BRIVE LA GAILLARDE|COPROPRIETE JOUVENEL N 26|8110Z
007926801|00015|19|BRIVE LA GAILLARDE|COPROPRIETE POMPIDOU|8110Z
007926819|00017|19|BRIVE LA GAILLARDE|COPROPRIETE ARSONVAL|8110Z
007926827|00010|19|BRIVE LA GAILLARDE|COPROPRIETE KOENIG|8110Z
007926835|00013|19|BRIVE LA GAILLARDE|COPROPRIETE VOLTAIRE|8110Z
007926843|00017|19|BRIVE LA GAILLARDE|COPROPRIETE TURENNE|8110Z
007926850|00012|19|BRIVE LA GAILLARDE|COPROPRIETE FLAUBERT|8110Z
007926868|00014|19|BRIVE LA GAILLARDE|COPROPRIETE JOUVENEL N 20|8110Z
007926876|00017|19|BRIVE LA GAILLARDE|COPROPRIETE JOUVENEL|8110Z
007926884|00011|19|BRIVE LA GAILLARDE|COPROPRIETE FLAUBERT|8110Z
